project_location_id,place_name,latitude,longitude,project_title,start_actual_isodate,end_actual_isodate,recipients,ad_sector_names,commitments,disbursements
P079335_2407469,Kono District,8.70687,-10.93368,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P103740_2407469,Kono District,8.70687,-10.93368,Health Sector Reconstruction and Development Project - Additional Financing,5/22/07,,Sierra Leone,"Health|Government and civil society, general",1707424.344,
P110968_2407469,Kono District,8.70687,-10.93368,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2407469,Kono District,8.70687,-10.93368,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2407469,Kono District,8.70687,-10.93368,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P143588_2407469,Kono District,8.70687,-10.93368,Sierra Leone Safety Nets Project,3/25/14,9/30/17,Sierra Leone,Other social infrastructure and services|Health|Basic education,1400000,
P074128_2409983,Bombali District,9.28444,-12.16449,Health Sector Reconstruction and Development Project,2/25/03,12/31/09,Sierra Leone,"Water supply and sanitation|Health|Government and civil society, general",4816850.112,6946930.162
P074320_2409983,Bombali District,9.28444,-12.16449,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2409983,Bombali District,9.28444,-12.16449,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P087203_2409983,Bombali District,9.28444,-12.16449,Power and Water Project,7/1/04,3/31/11,Sierra Leone,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Energy generation and supply",8198646.649,8197446.433
P103740_2409983,Bombali District,9.28444,-12.16449,Health Sector Reconstruction and Development Project - Additional Financing,5/22/07,,Sierra Leone,"Health|Government and civil society, general",1707424.344,
P110968_2409983,Bombali District,9.28444,-12.16449,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2409983,Bombali District,9.28444,-12.16449,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2409983,Bombali District,9.28444,-12.16449,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P143588_2409983,Bombali District,9.28444,-12.16449,Sierra Leone Safety Nets Project,3/25/14,9/30/17,Sierra Leone,Other social infrastructure and services|Health|Basic education,1400000,
P074320_2408083,Kambia District,9.18251,-12.81309,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2408083,Kambia District,9.18251,-12.81309,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P125256_2408083,Kambia District,9.18251,-12.81309,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2408083,Kambia District,9.18251,-12.81309,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P074128_2407650,Koinadugu District,9.50991,-11.34601,Health Sector Reconstruction and Development Project,2/25/03,12/31/09,Sierra Leone,"Water supply and sanitation|Health|Government and civil society, general",4816850.112,6946930.162
P074320_2407650,Koinadugu District,9.50991,-11.34601,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2407650,Koinadugu District,9.50991,-11.34601,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
P079335_2407650,Koinadugu District,9.50991,-11.34601,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P103740_2407650,Koinadugu District,9.50991,-11.34601,Health Sector Reconstruction and Development Project - Additional Financing,5/22/07,,Sierra Leone,"Health|Government and civil society, general",1707424.344,
P110968_2407650,Koinadugu District,9.50991,-11.34601,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P133424_2407650,Koinadugu District,9.50991,-11.34601,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P074320_2404431,Port Loko District,8.72386,-12.75904,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2404431,Port Loko District,8.72386,-12.75904,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P125256_2404431,Port Loko District,8.72386,-12.75904,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2404431,Port Loko District,8.72386,-12.75904,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P074320_2403287,Tonkolili District,8.61885,-11.84173,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2403287,Tonkolili District,8.61885,-11.84173,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
P079335_2403287,Tonkolili District,8.61885,-11.84173,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P087203_2403287,Tonkolili District,8.61885,-11.84173,Power and Water Project,7/1/04,3/31/11,Sierra Leone,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Energy generation and supply",8198646.649,8197446.433
P110968_2403287,Tonkolili District,8.61885,-11.84173,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2403287,Tonkolili District,8.61885,-11.84173,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2403287,Tonkolili District,8.61885,-11.84173,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P002420_2403287,Tonkolili District,8.61885,-11.84173,Transport Sector Project,6/27/96,12/31/04,Sierra Leone,"Transport and storage|Government and civil society, general",2273862.023,2341514.21
P074320_2410021,Bo District,7.98877,-11.6734,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P078389_2410021,Bo District,7.98877,-11.6734,SL Infrastructure Development Project (Transport),12/6/05,9/13/13,Sierra Leone,"Transport and storage|Government and civil society, general",4534344.423,4562454.264
P079335_2410021,Bo District,7.98877,-11.6734,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P087203_2410021,Bo District,7.98877,-11.6734,Power and Water Project,7/1/04,3/31/11,Sierra Leone,"Water supply and sanitation|Other social infrastructure and services|Government and civil society, general|Energy generation and supply",8198646.649,8197446.433
P110968_2410021,Bo District,7.98877,-11.6734,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2410021,Bo District,7.98877,-11.6734,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2410021,Bo District,7.98877,-11.6734,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P002420_2410021,Bo District,7.98877,-11.6734,Transport Sector Project,6/27/96,12/31/04,Sierra Leone,"Transport and storage|Government and civil society, general",2273862.023,2341514.21
P074320_2409913,Bonthe District,7.51622,-12.33591,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2409913,Bonthe District,7.51622,-12.33591,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P110968_2409913,Bonthe District,7.51622,-12.33591,SIERRA LEONE IDP Transport Addditional Financing,6/19/08,,Sierra Leone,"Transport and storage|Government and civil society, general",956986.9879,
P125256_2409913,Bonthe District,7.51622,-12.33591,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2409913,Bonthe District,7.51622,-12.33591,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P002420_2409913,Bonthe District,7.51622,-12.33591,Transport Sector Project,6/27/96,12/31/04,Sierra Leone,"Transport and storage|Government and civil society, general",2273862.023,2341514.21
P074128_2405008,Moyamba District,8.0629,-12.44401,Health Sector Reconstruction and Development Project,2/25/03,12/31/09,Sierra Leone,"Water supply and sanitation|Health|Government and civil society, general",4816850.112,6946930.162
P074320_2405008,Moyamba District,8.0629,-12.44401,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2405008,Moyamba District,8.0629,-12.44401,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P103740_2405008,Moyamba District,8.0629,-12.44401,Health Sector Reconstruction and Development Project - Additional Financing,5/22/07,,Sierra Leone,"Health|Government and civil society, general",1707424.344,
P125256_2405008,Moyamba District,8.0629,-12.44401,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P143588_2405008,Moyamba District,8.0629,-12.44401,Sierra Leone Safety Nets Project,3/25/14,9/30/17,Sierra Leone,Other social infrastructure and services|Health|Basic education,1400000,
P002420_2405008,Moyamba District,8.0629,-12.44401,Transport Sector Project,6/27/96,12/31/04,Sierra Leone,"Transport and storage|Government and civil society, general",2273862.023,2341514.21
P074320_2404399,Pujehun District,7.31855,-11.5792,Rehabilitation of Basic Education,2/25/03,12/31/09,Sierra Leone,"Secondary education|Government and civil society, general|Basic education",1720303.612,1948038.235
P079335_2404399,Pujehun District,7.31855,-11.5792,SL-National Social Action Project,4/24/03,12/31/10,Sierra Leone,"Water supply and sanitation|Agriculture, forestry, fishing|Health|Transport and storage|Basic education",3242110.653,3250169.432
P125256_2404399,Pujehun District,7.31855,-11.5792,Rural and Private Sector Development Additional Financing,5/19/11,,Sierra Leone,Industry|Agriculture|Transport and storage,1538461.538,
P133424_2404399,Pujehun District,7.31855,-11.5792,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P133424_9179950,Western Area Rural,8.32318,-13.09485,Public Financial Management Improvement and Consolidation Project,11/27/13,3/31/18,Sierra Leone,"Government and civil society, general",885354.7207,
P143588_9179950,Western Area Rural,8.32318,-13.09485,Sierra Leone Safety Nets Project,3/25/14,9/30/17,Sierra Leone,Other social infrastructure and services|Health|Basic education,1400000,
